,LoF_T,LoF_UT,LoF_OR,LoF_P_value,Missense_T,Missense_UT,Missense_OR,Missense_P_value,LoF.Missense_T,LoF.Missense_UT,LoF.Missense_OR,LoF.Missense_P_value
GTF2B,0,0,0,1,10,11,0.909104379,0.668188095,10,11,0.909104379,0.668188095
RBMXL1,0,0,0,1,0,0,0,1,0,0,0,1
GBP3,16,5,3.20015544,0.013301849,0,0,0,1,16,5,3.20015544,0.013301849
GBP1,10,11,0.909104379,0.668188095,0,0,0,1,10,11,0.909104379,0.668188095
GBP2,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
GBP7,3,7,0.428557766,0.9453125,0,0,0,1,3,7,0.428557766,0.9453125
GBP4,4,3,1.333315843,0.5,0,0,0,1,4,3,1.333315843,0.5
GBP5,10,6,1.666627894,0.227249146,0,0,0,1,10,6,1.666627894,0.227249146
GBP6,1,2,0.500014255,0.875,0,0,0,1,1,2,0.500014255,0.875
CA6,0,0,0,1,0,0,0,1,0,0,0,1
LRRC8B,0,0,0,1,0,0,0,1,0,0,0,1
LRRC8C,1,3,0.333324446,0.9375,0,0,0,1,1,3,0.333324446,0.9375
LRRC8D,0,0,0,1,0,0,0,1,0,0,0,1
ZNF326,0,0,0,1,0,0,0,1,0,0,0,1
SLC2A7,3,9,0.333324536,0.980712891,0,0,0,1,3,9,0.333324536,0.980712891
SLC2A5,2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
BARHL2,0,0,0,1,0,0,0,1,0,0,0,1
ZNF644,0,0,0,1,0,0,0,1,0,0,0,1
GPR157,2,1,1.999942981,0.5,7,5,1.399978104,0.387207031,9,6,1.499971552,0.303619385
HFM1,9,8,1.124994911,0.5,0,0,0,1,9,8,1.124994911,0.5
CDC7,0,1,0,1,0,0,0,1,0,1,0,1
TGFBR3,3,0,Inf,0.125,0,0,0,1,3,0,Inf,0.125
BRDT,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
EPHX4,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
BTBD8,1,6,0.166678457,0.9921875,0,0,0,1,1,6,0.166678457,0.9921875
C1orf146,0,1,0,1,0,0,0,1,0,1,0,1
GLMN,9,5,1.799953604,0.211975098,0,0,0,1,9,5,1.799953604,0.211975098
RPAP2,3,1,3.000079991,0.3125,0,0,0,1,3,1,3.000079991,0.3125
H6PD,8,3,2.666730614,0.11328125,0,0,0,1,8,3,2.666730614,0.11328125
GFI1,0,1,0,1,0,0,0,1,0,1,0,1
EVI5,7,8,0.875004583,0.696380615,0,0,0,1,7,8,0.875004583,0.696380615
SAMD11,0,0,0,1,0,0,0,1,0,0,0,1
RPL5,0,0,0,1,0,0,0,1,0,0,0,1
MTF2,0,0,0,1,0,1,0,1,0,1,0,1
TMED5,1,1,1,0.75,0,0,0,1,1,1,1,0.75
CCDC18,7,10,0.700011655,0.833847046,0,0,0,1,7,10,0.700011655,0.833847046
DR1,0,0,0,1,1,0,Inf,0.5,1,0,Inf,0.5
FNBP1L,0,0,0,1,0,0,0,1,0,0,0,1
SPSB1,0,0,0,1,1,1,1,0.75,1,1,1,0.75
BCAR3,1,1,1,0.75,0,0,0,1,1,1,1,0.75
DNTTIP2,1,1,1,0.75,0,0,0,1,1,1,1,0.75
GCLM,0,0,0,1,0,0,0,1,0,0,0,1
ABCA4,3,4,0.750009838,0.7734375,0,0,0,1,3,4,0.750009838,0.7734375
ARHGAP29,2,3,0.666679308,0.8125,0,0,0,1,2,3,0.666679308,0.8125
ABCD3,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
F3,0,0,0,1,0,0,0,1,0,0,0,1
NOC2L,5,2,2.500066806,0.2265625,0,0,0,1,5,2,2.500066806,0.2265625
SLC44A3,11,12,0.916687019,0.661180258,0,0,0,1,11,12,0.916687019,0.661180258
CNN3,0,0,0,1,0,0,0,1,0,0,0,1
ALG14,10,12,0.83333967,0.738266468,0,0,0,1,10,12,0.83333967,0.738266468
TMEM56,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
TMEM56-RWDD3,0,0,0,1,0,0,0,1,0,0,0,1
RWDD3,1,1,1,0.75,0,0,0,1,1,1,1,0.75
SLC25A33,0,0,0,1,0,0,0,1,0,0,0,1
TMEM201,0,0,0,1,0,0,0,1,0,0,0,1
KLHL17,1,3,0.333324446,0.9375,0,0,0,1,1,3,0.333324446,0.9375
PLEKHN1,1,2,0.500014255,0.875,0,0,0,1,1,2,0.500014255,0.875
PTBP2,0,0,0,1,3,2,1.499971557,0.5,3,2,1.499971557,0.5
DPYD,9,16,0.562514292,0.946123928,0,0,0,1,9,16,0.562514292,0.946123928
PIK3CD,0,0,0,1,1,4,0.250027597,0.96875,1,4,0.250027597,0.96875
CLSTN1,0,1,0,1,0,0,0,1,0,1,0,1
CTNNBIP1,0,0,0,1,0,0,0,1,0,0,0,1
SNX7,0,1,0,1,0,0,0,1,0,1,0,1
LZIC,2,1,1.999942981,0.5,0,0,0,1,2,1,1.999942981,0.5
PALMD,1,1,1,0.75,0,0,0,1,1,1,1,0.75
FRRS1,3,1,3.000079991,0.3125,0,0,0,1,3,1,3.000079991,0.3125
NMNAT1,0,0,0,1,0,0,0,1,0,0,0,1
AGL,16,10,1.599965244,0.163469791,0,0,0,1,16,10,1.599965244,0.163469791
HES4,1,3,0.333324446,0.9375,0,0,0,1,1,3,0.333324446,0.9375
GRHL1,0,0,0,1,0,0,0,1,0,0,0,1
AFF3,0,0,0,1,1,0,Inf,0.5,1,0,Inf,0.5
LONRF2,0,0,0,1,0,0,0,1,0,0,0,1
CHST10,0,1,0,1,0,0,0,1,0,1,0,1
KLF11,0,1,0,1,0,0,0,1,0,1,0,1
NMS,4,2,1.99994298,0.34375,0,0,0,1,4,2,1.99994298,0.34375
PDCL3,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
CYS1,6,9,0.66667931,0.849121094,0,0,0,1,6,9,0.66667931,0.849121094
NPAS2,0,0,0,1,2,3,0.666679308,0.8125,2,3,0.666679308,0.8125
RPL31,0,0,0,1,0,0,0,1,0,0,0,1
TBC1D8,5,7,0.714296886,0.806152344,0,0,0,1,5,7,0.714296886,0.806152344
RRM2,0,0,0,1,2,2,1,0.6875,2,2,1,0.6875
CNOT11,2,1,1.999942981,0.5,0,2,0,1,2,3,0.666679308,0.8125
RNF149,1,2,0.500014255,0.875,2,5,0.399989311,0.9375,3,7,0.428557766,0.9453125
CREG2,2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
RFX8,11,9,1.222211784,0.411901474,0,0,0,1,11,9,1.222211784,0.411901474
MAP4K4,0,0,0,1,1,2,0.500014255,0.875,1,2,0.500014255,0.875
IL1R2,7,5,1.399978104,0.387207031,0,0,0,1,7,5,1.399978104,0.387207031
IL1R1,0,0,0,1,0,0,0,1,0,0,0,1
IL1RL2,5,2,2.500066806,0.2265625,0,0,0,1,5,2,2.500066806,0.2265625
IL1RL1,0,0,0,1,0,0,0,1,0,0,0,1
IL18R1,0,0,0,1,0,0,0,1,0,0,0,1
IL18RAP,0,0,0,1,0,0,0,1,0,0,0,1
SLC9A4,6,4,1.499971555,0.376953125,0,0,0,1,6,4,1.499971555,0.376953125
SLC9A2,0,1,0,1,0,0,0,1,0,1,0,1
MFSD9,1,1,1,0.75,0,0,0,1,1,1,1,0.75
TMEM182,2,3,0.666679308,0.8125,0,0,0,1,2,3,0.666679308,0.8125
HPCAL1,0,0,0,1,2,1,1.999942981,0.5,2,1,1.999942981,0.5
ODC1,0,0,0,1,0,0,0,1,0,0,0,1
MRPS9,0,2,0,1,0,0,0,1,0,2,0,1
GPR45,0,0,0,1,0,0,0,1,0,0,0,1
TGFBRAP1,0,0,0,1,0,0,0,1,0,0,0,1
C2orf49,0,0,0,1,0,0,0,1,0,0,0,1
FHL2,0,0,0,1,0,0,0,1,0,0,0,1
NOL10,1,1,1,0.75,0,0,0,1,1,1,1,0.75
NCK2,0,0,0,1,0,0,0,1,0,0,0,1
C2orf40,0,0,0,1,0,0,0,1,0,0,0,1
UXS1,0,0,0,1,1,1,1,0.75,1,1,1,0.75
ST6GAL2,0,1,0,1,0,0,0,1,0,1,0,1
ATP6V1C2,1,1,1,0.75,0,0,0,1,1,1,1,0.75
RGPD4,8,4,1.999942977,0.193847656,0,0,0,1,8,4,1.999942977,0.193847656
PDIA6,0,0,0,1,0,0,0,1,0,0,0,1
SLC5A7,1,1,1,0.75,2,2,1,0.6875,3,3,1,0.65625
SULT1C3,0,5,0,1,0,0,0,1,0,5,0,1
SULT1C2,0,1,0,1,0,0,0,1,0,1,0,1
SNTG2,18,8,2.250078982,0.037759349,0,0,0,1,18,8,2.250078982,0.037759349
SULT1C4,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
GCC2,0,0,0,1,0,0,0,1,0,0,0,1
LIMS1,0,0,0,1,9,11,0.818188806,0.748277664,9,11,0.818188806,0.748277664
RANBP2,0,0,0,1,0,0,0,1,0,0,0,1
CCDC138,2,3,0.666679308,0.8125,0,0,0,1,2,3,0.666679308,0.8125
EDAR,0,0,0,1,0,0,0,1,0,0,0,1
KCNF1,0,1,0,1,2,2,1,0.6875,2,3,0.666679308,0.8125
SH3RF3,0,0,0,1,0,0,0,1,0,0,0,1
10-Sep,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
SOWAHC,0,0,0,1,0,0,0,1,0,0,0,1
MALL,0,0,0,1,0,0,0,1,0,0,0,1
NPHP1,2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
BUB1,3,3,1,0.65625,0,0,0,1,3,3,1,0.65625
ACOXL,14,11,1.272713706,0.345018983,0,0,0,1,14,11,1.272713706,0.345018983
BCL2L11,0,0,0,1,0,0,0,1,0,0,0,1
C2orf50,0,5,0,1,0,0,0,1,0,5,0,1
PQLC3,0,0,0,1,0,0,0,1,0,0,0,1
MERTK,1,2,0.500014255,0.875,0,0,0,1,1,2,0.500014255,0.875
ROCK2,1,0,Inf,0.5,2,4,0.500014255,0.890625,3,4,0.750009838,0.7734375
TMEM87B,2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
FBLN7,0,0,0,1,0,0,0,1,0,0,0,1
ZC3H8,2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
ZC3H6,0,0,0,1,0,0,0,1,0,0,0,1
TTL,0,0,0,1,0,0,0,1,0,0,0,1
POLR1B,0,1,0,1,10,12,0.83333967,0.738266468,10,13,0.769239832,0.797563553
CHCHD5,1,1,1,0.75,0,0,0,1,1,1,1,0.75
SLC20A1,0,0,0,1,0,0,0,1,0,0,0,1
NT5DC4,0,0,0,1,0,0,0,1,0,0,0,1
CKAP2L,0,1,0,1,0,0,0,1,0,1,0,1
IL1A,2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
IL1B,0,0,0,1,0,0,0,1,0,0,0,1
IL37,0,0,0,1,0,0,0,1,0,0,0,1
IL36G,1,1,1,0.75,0,0,0,1,1,1,1,0.75
IL36A,0,0,0,1,0,0,0,1,0,0,0,1
IL36B,10,5,1.999942976,0.150878906,0,0,0,1,10,5,1.999942976,0.150878906
IL36RN,0,0,0,1,0,0,0,1,0,0,0,1
IL1F10,7,1,6.999549486,0.03515625,0,0,0,1,7,1,6.999549486,0.03515625
IL1RN,1,1,1,0.75,0,0,0,1,1,1,1,0.75
PSD4,0,0,0,1,6,5,1.199990875,0.5,6,5,1.199990875,0.5
PAX8,0,0,0,1,6,2,3.000079583,0.14453125,6,2,3.000079583,0.14453125
SLC35F5,0,1,0,1,0,0,0,1,0,1,0,1
ACTR3,0,0,0,1,1,1,1,0.75,1,1,1,0.75
E2F6,0,0,0,1,0,0,0,1,0,0,0,1
DPP10,0,0,0,1,0,0,0,1,0,0,0,1
GREB1,0,0,0,1,1,2,0.500014255,0.875,1,2,0.500014255,0.875
NTSR2,0,0,0,1,4,8,0.500014256,0.927001953,4,8,0.500014256,0.927001953
LPIN1,4,1,3.999558501,0.1875,0,0,0,1,4,1,3.999558501,0.1875
DDX18,0,0,0,1,0,0,0,1,0,0,0,1
CCDC93,1,2,0.500014255,0.875,0,0,0,1,1,2,0.500014255,0.875
INSIG2,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
MARCO,1,2,0.500014255,0.875,0,0,0,1,1,2,0.500014255,0.875
C1QL2,0,0,0,1,3,2,1.499971557,0.5,3,2,1.499971557,0.5
STEAP3,5,6,0.83333967,0.725585938,0,0,0,1,5,6,0.83333967,0.725585938
C2orf76,0,0,0,1,0,0,0,1,0,0,0,1
DBI,0,0,0,1,0,0,0,1,0,0,0,1
TMEM37,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
SCTR,6,8,0.750009839,0.788024902,0,0,0,1,6,8,0.750009839,0.788024902
TMEM177,1,2,0.500014255,0.875,0,0,0,1,1,2,0.500014255,0.875
PTPN4,3,0,Inf,0.125,0,0,0,1,3,0,Inf,0.125
EPB41L5,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
TMEM185B,0,0,0,1,0,0,0,1,0,0,0,1
RALB,0,0,0,1,1,0,Inf,0.5,1,0,Inf,0.5
INHBB,0,0,0,1,0,1,0,1,0,1,0,1
GLI2,0,0,0,1,0,0,0,1,0,0,0,1
TFCP2L1,0,0,0,1,0,0,0,1,0,0,0,1
CLASP1,0,1,0,1,0,1,0,1,0,2,0,1
NIFK,0,5,0,1,0,0,0,1,0,5,0,1
TSN,0,0,0,1,0,0,0,1,0,0,0,1
CNTNAP5,0,0,0,1,0,0,0,1,0,0,0,1
GYPC,0,0,0,1,0,0,0,1,0,0,0,1
BIN1,0,0,0,1,3,2,1.499971557,0.5,3,2,1.499971557,0.5
TRIB2,0,0,0,1,2,0,Inf,0.25,2,0,Inf,0.25
CYP27C1,3,7,0.428557766,0.9453125,0,0,0,1,3,7,0.428557766,0.9453125
ERCC3,25,26,0.961529259,0.610116035,0,0,0,1,25,26,0.961529259,0.610116035
MAP3K2,0,0,0,1,0,0,0,1,0,0,0,1
PROC,0,0,0,1,0,0,0,1,0,0,0,1
IWS1,0,0,0,1,5,2,2.500066806,0.2265625,5,2,2.500066806,0.2265625
MYO7B,9,11,0.818188806,0.748277664,0,0,0,1,9,11,0.818188806,0.748277664
LIMS2,5,10,0.500014256,0.940765381,0,0,0,1,5,10,0.500014256,0.940765381
GPR17,0,0,0,1,0,0,0,1,0,0,0,1
WDR33,0,0,0,1,0,0,0,1,0,0,0,1
POLR2D,0,0,0,1,0,0,0,1,0,0,0,1
AMMECR1L,0,0,0,1,0,0,0,1,0,0,0,1
SAP130,0,0,0,1,10,7,1.428547644,0.314529419,10,7,1.428547644,0.314529419
UGGT1,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
CCDC74B,0,3,0,1,0,0,0,1,0,3,0,1
SMPD4,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
MZT2B,0,0,0,1,0,0,0,1,0,0,0,1
CCDC115,1,2,0.500014255,0.875,0,0,0,1,1,2,0.500014255,0.875
IMP4,1,2,0.500014255,0.875,0,0,0,1,1,2,0.500014255,0.875
PTPN18,3,3,1,0.65625,0,3,0,1,3,6,0.500014256,0.91015625
CFC1,0,0,0,1,0,0,0,1,0,0,0,1
GPR148,0,0,0,1,0,0,0,1,0,0,0,1
AMER3,0,0,0,1,0,0,0,1,0,0,0,1
ARHGEF4,0,0,0,1,0,1,0,1,0,1,0,1
FAM168B,0,0,0,1,0,0,0,1,0,0,0,1
PLEKHB2,24,25,0.95999004,0.612275173,0,0,0,1,24,25,0.95999004,0.612275173
POTEE,2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
MZT2A,0,0,0,1,0,0,0,1,0,0,0,1
CCDC74A,2,3,0.666679308,0.8125,0,0,0,1,2,3,0.666679308,0.8125
GPR39,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
LYPD1,0,0,0,1,0,0,0,1,0,0,0,1
NCKAP5,0,1,0,1,0,0,0,1,0,1,0,1
MGAT5,0,0,0,1,7,11,0.636376993,0.881057739,7,11,0.636376993,0.881057739
TMEM163,0,0,0,1,0,0,0,1,0,0,0,1
ACMSD,1,2,0.500014255,0.875,0,0,0,1,1,2,0.500014255,0.875
CCNT2,1,0,Inf,0.5,2,6,0.333324491,0.96484375,3,6,0.500014256,0.91015625
MAP3K19,5,5,1,0.623046875,0,0,0,1,5,5,1,0.623046875
RAB3GAP1,0,5,0,1,0,0,0,1,0,5,0,1
ZRANB3,29,22,1.318165316,0.200530996,0,0,0,1,29,22,1.318165316,0.200530996
R3HDM1,0,0,0,1,0,0,0,1,0,0,0,1
UBXN4,0,0,0,1,0,0,0,1,0,0,0,1
LCT,1,1,1,0.75,0,0,0,1,1,1,1,0.75
MCM6,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
DARS,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
CXCR4,0,0,0,1,0,0,0,1,0,0,0,1
THSD7B,4,1,3.999558501,0.1875,0,0,0,1,4,1,3.999558501,0.1875
HNMT,1,2,0.500014255,0.875,0,0,0,1,1,2,0.500014255,0.875
SPOPL,0,0,0,1,0,0,0,1,0,0,0,1
NXPH2,0,0,0,1,0,0,0,1,0,0,0,1
LRP1B,2,1,1.999942981,0.5,0,0,0,1,2,1,1.999942981,0.5
TPO,3,2,1.499971557,0.5,12,4,3.000078767,0.038406372,15,6,2.500065983,0.039176941
KYNU,9,11,0.818188806,0.748277664,0,0,0,1,9,11,0.818188806,0.748277664
ARHGAP15,2,1,1.999942981,0.5,0,0,0,1,2,1,1.999942981,0.5
GTDC1,0,0,0,1,0,0,0,1,0,0,0,1
ZEB2,0,0,0,1,3,1,3.000079991,0.3125,3,1,3.000079991,0.3125
FAM84A,0,1,0,1,0,0,0,1,0,1,0,1
ACVR2A,0,0,0,1,0,0,0,1,0,0,0,1
ORC4,2,1,1.999942981,0.5,0,0,0,1,2,1,1.999942981,0.5
MBD5,0,0,0,1,0,0,0,1,0,0,0,1
EPC2,0,0,0,1,0,0,0,1,0,0,0,1
KIF5C,0,0,0,1,5,3,1.666627899,0.36328125,5,3,1.666627899,0.36328125
LYPD6B,0,0,0,1,0,0,0,1,0,0,0,1
LYPD6,4,8,0.500014256,0.927001953,0,0,0,1,4,8,0.500014256,0.927001953
MMADHC,0,0,0,1,0,0,0,1,0,0,0,1
RND3,0,0,0,1,0,0,0,1,0,0,0,1
RBM43,0,0,0,1,0,0,0,1,0,0,0,1
NMI,14,13,1.076887841,0.5,0,0,0,1,14,13,1.076887841,0.5
TNFAIP6,4,8,0.500014256,0.927001953,0,0,0,1,4,8,0.500014256,0.927001953
RIF1,0,0,0,1,0,0,0,1,0,0,0,1
NEB,21,27,0.777786487,0.843836596,0,0,0,1,21,27,0.777786487,0.843836596
NBAS,16,10,1.599965244,0.163469791,0,0,0,1,16,10,1.599965244,0.163469791
ARL5A,0,1,0,1,0,0,0,1,0,1,0,1
CACNB4,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
STAM2,2,7,0.285751806,0.98046875,0,0,0,1,2,7,0.285751806,0.98046875
FMNL2,0,0,0,1,0,0,0,1,0,0,0,1
PRPF40A,0,0,0,1,0,0,0,1,0,0,0,1
ARL6IP6,0,1,0,1,0,0,0,1,0,1,0,1
RPRM,0,0,0,1,1,2,0.500014255,0.875,1,2,0.500014255,0.875
GALNT13,0,0,0,1,0,0,0,1,0,0,0,1
KCNJ3,0,0,0,1,1,5,0.200016783,0.984375,1,5,0.200016783,0.984375
DDX1,0,0,0,1,0,0,0,1,0,0,0,1
NR4A2,0,0,0,1,1,1,1,0.75,1,1,1,0.75
GPD2,11,17,0.647071952,0.907533329,0,0,0,1,11,17,0.647071952,0.907533329
GALNT5,15,13,1.153839595,0.42527701,0,0,0,1,15,13,1.153839595,0.42527701
ERMN,0,0,0,1,0,0,0,1,0,0,0,1
CYTIP,0,0,0,1,0,0,0,1,0,0,0,1
ACVR1C,0,0,0,1,0,0,0,1,0,0,0,1
ACVR1,0,0,0,1,1,0,Inf,0.5,1,0,Inf,0.5
UPP2,6,2,3.000079583,0.14453125,0,0,0,1,6,2,3.000079583,0.14453125
CCDC148,8,11,0.727283434,0.820358276,0,0,0,1,8,11,0.727283434,0.820358276
PKP4,1,1,1,0.75,0,0,0,1,1,1,1,0.75
DAPL1,6,10,0.600013959,0.894943237,0,0,0,1,6,10,0.600013959,0.894943237
TANC1,0,0,0,1,3,1,3.000079991,0.3125,3,1,3.000079991,0.3125
WDSUB1,11,11,1,0.584094048,0,0,0,1,11,11,1,0.584094048
BAZ2B,1,4,0.250027597,0.96875,2,1,1.999942981,0.5,3,5,0.600013957,0.85546875
MYCN,0,0,0,1,1,0,Inf,0.5,1,0,Inf,0.5
7-Mar,0,0,0,1,0,0,0,1,0,0,0,1
CD302,7,10,0.700011655,0.833847046,0,0,0,1,7,10,0.700011655,0.833847046
LY75,44,27,1.629593041,0.028407339,0,0,0,1,44,27,1.629593041,0.028407339
PLA2R1,33,22,1.499971535,0.088500682,0,0,0,1,33,22,1.499971535,0.088500682
ITGB6,7,4,1.749956404,0.274414063,0,0,0,1,7,4,1.749956404,0.274414063
RBMS1,0,0,0,1,0,0,0,1,0,0,0,1
TANK,0,0,0,1,0,0,0,1,0,0,0,1
PSMD14,0,0,0,1,0,0,0,1,0,0,0,1
SLC4A10,0,0,0,1,4,4,1,0.63671875,4,4,1,0.63671875
DPP4,2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
GCG,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
FAP,1,1,1,0.75,0,0,0,1,1,1,1,0.75
IFIH1,35,49,0.714296895,0.949431829,0,0,0,1,35,49,0.714296895,0.949431829
GCA,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
KCNH7,2,0,Inf,0.25,0,1,0,1,2,1,1.999942981,0.5
PXDN,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
FIGN,0,0,0,1,0,0,0,1,0,0,0,1
GRB14,0,0,0,1,0,0,0,1,0,0,0,1
COBLL1,4,7,0.571442807,0.88671875,0,0,0,1,4,7,0.571442807,0.88671875
SLC38A11,15,9,1.666627889,0.153728127,0,0,0,1,15,9,1.666627889,0.153728127
SCN3A,0,0,0,1,0,0,0,1,0,0,0,1
SCN2A,0,0,0,1,23,13,1.769186073,0.066249082,23,13,1.769186073,0.066249082
CSRNP3,0,0,0,1,2,0,Inf,0.25,2,0,Inf,0.25
FAM49A,0,0,0,1,10,9,1.111105227,0.5,10,9,1.111105227,0.5
GALNT3,5,1,4.999580449,0.109375,0,0,0,1,5,1,4.999580449,0.109375
TTC21B,11,10,1.099983702,0.5,0,0,0,1,11,10,1.099983702,0.5
SCN1A,0,0,0,1,9,9,1,0.592735291,9,9,1,0.592735291
SCN9A,5,12,0.41665444,0.975479126,0,0,0,1,5,12,0.41665444,0.975479126
SCN7A,15,14,1.0714595,0.5,0,0,0,1,15,14,1.0714595,0.5
XIRP2,30,28,1.07145956,0.447841607,0,0,0,1,30,28,1.07145956,0.447841607
B3GALT1,0,0,0,1,0,0,0,1,0,0,0,1
STK39,0,0,0,1,1,2,0.500014255,0.875,1,2,0.500014255,0.875
CERS6,1,2,0.500014255,0.875,0,0,0,1,1,2,0.500014255,0.875
NOSTRIN,2,3,0.666679308,0.8125,0,0,0,1,2,3,0.666679308,0.8125
SPC25,5,2,2.500066806,0.2265625,0,0,0,1,5,2,2.500066806,0.2265625
G6PC2,14,9,1.555523565,0.202436447,0,0,0,1,14,9,1.555523565,0.202436447
ABCB11,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
DHRS9,4,3,1.333315843,0.5,0,0,0,1,4,3,1.333315843,0.5
LRP2,3,0,Inf,0.125,0,0,0,1,3,0,Inf,0.125
BBS5,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
KLHL41,0,0,0,1,0,0,0,1,0,0,0,1
FASTKD1,4,7,0.571442807,0.88671875,0,0,0,1,4,7,0.571442807,0.88671875
PPIG,1,0,Inf,0.5,2,1,1.999942981,0.5,3,1,3.000079991,0.3125
CCDC173,11,3,3.666212262,0.028686523,0,0,0,1,11,3,3.666212262,0.028686523
PHOSPHO2,2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
KLHL23,0,0,0,1,0,0,0,1,0,0,0,1
SSB,0,0,0,1,0,0,0,1,0,0,0,1
METTL5,0,0,0,1,0,0,0,1,0,0,0,1
UBR3,0,0,0,1,5,3,1.666627899,0.36328125,5,3,1.666627899,0.36328125
MYO3B,8,6,1.333315842,0.395263672,0,0,0,1,8,6,1.333315842,0.395263672
GAD1,0,0,0,1,0,0,0,1,0,0,0,1
GORASP2,1,1,1,0.75,4,1,3.999558501,0.1875,5,2,2.500066806,0.2265625
TLK1,0,0,0,1,2,0,Inf,0.25,2,0,Inf,0.25
METTL8,12,13,0.923102804,0.654981017,0,0,0,1,12,13,0.923102804,0.654981017
DCAF17,3,2,1.499971557,0.5,0,0,0,1,3,2,1.499971557,0.5
CYBRD1,0,2,0,1,0,0,0,1,0,2,0,1
DYNC1I2,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
SLC25A12,0,0,0,1,0,0,0,1,0,0,0,1
HAT1,0,1,0,1,0,0,0,1,0,1,0,1
METAP1D,11,15,0.733343816,0.836530209,0,0,0,1,11,15,0.733343816,0.836530209
DLX1,0,0,0,1,0,0,0,1,0,0,0,1
ITGA6,0,0,0,1,0,0,0,1,0,0,0,1
PDK1,10,5,1.999942976,0.150878906,0,0,0,1,10,5,1.999942976,0.150878906
RAPGEF4,2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
CDCA7,0,2,0,1,2,4,0.500014255,0.890625,2,6,0.333324491,0.96484375
SP3,0,0,0,1,2,0,Inf,0.25,2,0,Inf,0.25
OLA1,0,0,0,1,0,0,0,1,0,0,0,1
SP9,0,0,0,1,9,9,1,0.592735291,9,9,1,0.592735291
CIR1,2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
SCRN3,36,26,1.384594496,0.126427197,0,0,0,1,36,26,1.384594496,0.126427197
GPR155,4,6,0.666679309,0.828125,2,0,Inf,0.25,6,6,1,0.612792969
WIPF1,0,0,0,1,0,0,0,1,0,0,0,1
CHRNA1,1,1,1,0.75,0,0,0,1,1,1,1,0.75
CHN1,0,0,0,1,0,0,0,1,0,0,0,1
ATF2,0,0,0,1,0,0,0,1,0,0,0,1
RAD51AP2,0,1,0,1,0,0,0,1,0,1,0,1
VSNL1,0,0,0,1,1,0,Inf,0.5,1,0,Inf,0.5
EVX2,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
HOXD13,2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
HOXD12,10,12,0.83333967,0.738266468,0,0,0,1,10,12,0.83333967,0.738266468
HOXD10,2,1,1.999942981,0.5,11,12,0.916687019,0.661180258,13,13,1,0.577490509
HOXD9,0,0,0,1,0,0,0,1,0,0,0,1
HOXD4,0,0,0,1,0,0,0,1,0,0,0,1
HOXD3,0,0,0,1,3,0,Inf,0.125,3,0,Inf,0.125
HOXD1,0,1,0,1,0,0,0,1,0,1,0,1
MTX2,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
SMC6,1,0,Inf,0.5,2,3,0.666679308,0.8125,3,3,1,0.65625
HNRNPA3,0,0,0,1,0,0,0,1,0,0,0,1
NFE2L2,0,0,0,1,0,0,0,1,0,0,0,1
AGPS,0,0,0,1,2,1,1.999942981,0.5,2,1,1.999942981,0.5
TTC30B,0,0,0,1,0,0,0,1,0,0,0,1
GEN1,0,1,0,1,0,0,0,1,0,1,0,1
TTC30A,0,0,0,1,0,0,0,1,0,0,0,1
